Name,mep_id
Cristian Dan PREDA,540
Marcus PRETZELL,541
Gabriele PREUSS,542
Franck PROUST,543
Godelieve QUISTHOUDT-ROWOHL,544
Emil RADEV,545
Jozo RADOŠ,546
Paulo RANGEL,547
Miloslav RANSDORF,548
Laurenţiu REBEGA,549
Julia REDA,550
Viviane REDING,551
Evelyn REGNER,552
Olli REHN,553
Julia REID,554
Michel REIMON,555
Terry REINTKE,556
Herbert REUL,557
Christine REVAULT D'ALLONNES BONNEFOY,558
Sofia RIBEIRO,559
Frédérique RIES,560
Dominique RIQUET,561
Michèle RIVASI,562
Robert ROCHEFORT,563
Liliana RODRIGUES,564
Maria João RODRIGUES,565
Inmaculada RODRÍGUEZ-PIÑERO FERNÁNDEZ,566
Teresa RODRIGUEZ-RUBIO,567
Ulrike RODUST,568
Jens ROHDE,569
Claude ROLIN,570
Bronis ROPĖ,571
Dariusz ROSATI,572
Virginie ROZIÈRE,573
Fernando RUAS,574
Paul RÜBIG,575
Tokia SAÏFI,576
Sofia SAKORAFA,577
Massimiliano SALINI,578
Matteo SALVINI,579
Lola SÁNCHEZ CALDENTEY,580
Anne SANDER,581
Alfred SANT,582
Daciana Octavia SÂRBU,583
Judith SARGENTINI,584
Petri SARVAMAA,585
Jacek SARYUSZ-WOLSKI,586
David-Maria SASSOLI,587
Algirdas SAUDARGAS,588
Marietje SCHAAKE,589
Jean-Luc SCHAFFHAUSER,590
Christel SCHALDEMOSE,591
Elly SCHLEIN,592
Claudia SCHMIDT,593
Helmut SCHOLZ,594
György SCHÖPFLIN,595
Annie SCHREIJER-PIERIK,596
Martin SCHULZ,597
Sven SCHULZE,598
Joachim SCHUSTER,599
Andreas SCHWAB,600
Molly SCOTT CATO,601
Jordi SEBASTIÀ,602
Olga SEHNALOVÁ,603
Maria Lidia SENRA RODRÍGUEZ,604
Remo SERNAGIOTTO,605
Ricardo SERRÃO SANTOS,606
Jill SEYMOUR,607
Czesław Adam SIEKIERSKI,608
Pedro SILVA PEREIRA,609
Peter SIMON,610
Siôn SIMON,611
Birgit SIPPEL,612
Branislav ŠKRIPEK,613
Davor ŠKRLEC,614
Alyn SMITH,615
Monika SMOLKOVÁ,616
Csaba SÓGOR,617
Michaela ŠOJDROVÁ,618
Igor ŠOLTES,619
Renate SOMMER,620
Martin SONNEBORN,621
Renato SORU,622
Francisco SOSA WAGNER,623
Barbara SPINELLI  This person became MEP later than the general start of the term.  This person ceased to be an MEP before the end of the term.,624
Maria SPYRAKI,625
Bart STAES,626
Sergei STANISHEV,627
Joachim STARBATTY,628
Ivan ŠTEFANEC,629
Jutta STEINRUCK,630
Jaromír ŠTĚTINA,631
Helga STEVENS,632
Davor Ivo STIER,633
Catherine STIHLER,634
Theodor Dumitru STOLOJAN,635
Beatrix von STORCH,636
Olaf STUGER,637
Christos STYLIANIDES,638
Dubravka ŠUICA,639
Richard SULÍK,640
Patricija ŠULIN,641
Pavel SVOBODA,642
Kay SWINBURNE,643
Neoklis SYLIKIOTIS,644
Eleftherios SYNADINOS,645
József SZÁJER,646
Tibor SZANYI,647
Adam SZEJNFELD,648
Antonio TAJANI,649
Dario TAMBURRANO,650
Claudiu Ciprian TĂNĂSESCU,651
Paul TANG,652
Charles TANNOCK,653
Claudia ȚAPARDEL,654
Marc TARABELLA,655
Indrek TARAND,656
Keith TAYLOR,657
Pavel TELIČKA,658
Sampo TERHO,659
Josep-Maria TERRICABRAS,660
Eleni THEOCHAROUS,661
Michael THEURER,662
Isabelle THOMAS,663
Róża Gräfin von THUN UND HOHENSTEIN,664
Marianne THYSSEN,665
Patrizia TOIA,666
László TŐKÉS,667
Valdemar TOMAŠEVSKI,668
Ruža TOMAŠIĆ,669
Romana TOMC,670
Yana TOOM,671
Ulla TØRNÆS,672
Nils TORVALDS,673
Evžen TOŠENOVSKÝ,674
Giovanni TOTI,675
Ulrike TREBESIUS,676
Ramon TREMOSA i BALCELLS,677
Mylène TROSZCZYNSKI,678
Helga TRÜPEL,679
Claude TURMES,680
Kazimierz Michał UJAZDOWSKI,681
István UJHELYI,682
Marita ULVSKOG,683
Traian UNGUREANU,684
Ernest URTASUN,685
Vladimir URUTCHEV,686
Viktor USPASKICH,687
Ivo VAJGL,688
Ramón Luis VALCÁRCEL SISO,689
Adina-Ioana VĂLEAN,690
Elena VALENCIANO,691
Marco VALLI,692
Ángela VALLINA,693
Monika VANA,694
Kathleen VAN BREMPT,695
Geoffrey VAN ORDEN,696
Johan VAN OVERTVELDT,697
Derek VAUGHAN,698
Paavo VÄYRYNEN,699
Marie-Christine VERGIAT,700
Sabine VERHEYEN,701
Guy VERHOFSTADT,702
Miguel VIEGAS,703
Harald VILIMSKY,704
Daniele VIOTTI,705
Henna VIRKKUNEN,706
Anders Primdahl VISTISEN,707
Udo VOIGT,708
Axel VOSS,709
Elissavet VOZEMBERG-VRIONIDI,710
Jarosław WAŁĘSA,711
Julie WARD,712
Manfred WEBER,713
Renate WEBER,714
Josef WEIDENHOLZER,715
Jakob von WEIZSÄCKER,716
Bogdan Brunon WENTA,717
Martina WERNER,718
Kerstin WESTPHAL,719
Rainer WIELAND,720
Cecilia WIKSTRÖM,721
Dame Glenis WILLMOTT,722
Kristina WINBERG,723
Hermann WINKLER,724
Iuliu WINKLER,725
Jadwiga WIŚNIEWSKA,726
Janusz WOJCIECHOWSKI,727
Steven WOOLFE,728
Anna ZÁBORSKÁ,729
Theodoros ZAGORAKIS,730
Jan ZAHRADIL,731
Boris ZALA,732
Pablo ZALBA BIDEGAIN,733
Marco ZANNI,734
Flavio ZANONATO,735
Sotirios ZARIANOPOULOS,736
Tatjana ŽDANOKA,737
Tomáš ZDECHOVSKÝ,738
Bogdan Andrzej ZDROJEWSKI,739
Joachim ZELLER,740
Janusz ZEMKE,741
Roberts ZĪLE,742
Gabriele ZIMMER,743
Jana ŽITŇANSKÁ,744
Kosma ZŁOTOWSKI,745
Stanisław ŻÓŁTEK,746
Carlos ZORRINHO,747
Inês Cristina ZUBER,748
Marco ZULLO,749
Milan ZVER,750
Tadeusz ZWIEFKA,751
Flavio TOSI,752
Willy MEYER,753
Tania GONZÁLEZ PEÑAS  This person became MEP later than the general start of the term.,754
Linnéa ENGSTRÖM  This person became MEP later than the general start of the term.,755
Sander LOONES  This person became MEP later than the general start of the term.,756
Lefteris CHRISTOFOROU  This person became MEP later than the general start of the term.,757
Carlos ITURGAIZ  This person became MEP later than the general start of the term.,758
Urmas PAET  This person became MEP later than the general start of the term.,759
Emilian PAVEL  This person became MEP later than the general start of the term.,760
Inese VAIDERE  This person became MEP later than the general start of the term.,761
Tom VANDENKENDELAERE  This person became MEP later than the general start of the term.,762
Enrique CALVET CHAMBON  This person became MEP later than the general start of the term.,763
Andrey NOVAKOV  This person became MEP later than the general start of the term.,764
Daniel DALTON  This person became MEP later than the general start of the term.,765
Anneleen VAN BOSSUYT  This person became MEP later than the general start of the term.,766
Hilde VAUTMANS  This person became MEP later than the general start of the term.,767
Stelios KOULOGLOU  This person became MEP later than the general start of the term.,768
Miguel URBÁN CRESPO  This person became MEP later than the general start of the term.,769
Damiano ZOFFOLI  This person became MEP later than the general start of the term.,770
Estefanía TORRES MARTÍNEZ  This person became MEP later than the general start of the term.,771
Mihai ŢURCANU  This person became MEP later than the general start of the term.,772
Hannu TAKKULA  This person became MEP later than the general start of the term.,773
Pirkko RUOHONEN-LERNER  This person became MEP later than the general start of the term.,774
Edward CZESAK  This person became MEP later than the general start of the term.,775
Karoline GRASWANDER-HAINZ  This person became MEP later than the general start of the term.,776
Stefano MAULLU  This person became MEP later than the general start of the term.,777
Nikolaos CHOUNTIS  This person became MEP later than the general start of the term.,778
Auke ZIJLSTRA  This person became MEP later than the general start of the term.,779
Jasenko SELIMOVIC  This person became MEP later than the general start of the term.,780
Xabier BENITO ZILUAGA  This person became MEP later than the general start of the term.,781
María Teresa GIMÉNEZ BARBAT  This person became MEP later than the general start of the term.,782
Czesław HOC  This person became MEP later than the general start of the term.,783
Sławomir KŁOSOWSKI  This person became MEP later than the general start of the term.,784
João PIMENTA LOPES  This person became MEP later than the general start of the term.,785
Carolina PUNSET  This person became MEP later than the general start of the term.,786
Jaromír KOHLÍČEK  This person became MEP later than the general start of the term.,787
Morten LØKKEGAARD  This person became MEP later than the general start of the term.,788
Lieve WIERINCK  This person became MEP later than the general start of the term.,789
Laima Liucija ANDRIKIENĖ  This person became MEP later than the general start of the term.,790
Jakop DALUNDE  This person became MEP later than the general start of the term.,791
Angelo CIOCCA  This person became MEP later than the general start of the term.,792
Urszula KRUPA  This person became MEP later than the general start of the term.,793
Manuel dos SANTOS  This person became MEP later than the general start of the term.,794
Florent MARCELLESI  This person became MEP later than the general start of the term.,795
Ivica TOLIĆ  This person became MEP later than the general start of the term.,796
Željana ZOVKO  This person became MEP later than the general start of the term.,797
Alex MAYER  This person became MEP later than the general start of the term.,798
John PROCTER  This person became MEP later than the general start of the term.,799
Tiemo WÖLKEN  This person became MEP later than the general start of the term.,800
José Ignacio SALAFRANCA SÁNCHEZ-NEYRA  This person became MEP later than the general start of the term.,801
Jordi SOLÉ  This person became MEP later than the general start of the term.,802
Peter KOUROUMBASHEV  This person became MEP later than the general start of the term.,803
Arndt KOHN  This person became MEP later than the general start of the term.,804
Thierry CORNILLET  This person became MEP later than the general start of the term.,805
André ELISSEN  This person became MEP later than the general start of the term.,806
Patricia LALONDE  This person became MEP later than the general start of the term.,807
John FLACK  This person became MEP later than the general start of the term.,808
John HOWARTH  This person became MEP later than the general start of the term.,809
Wajid KHAN  This person became MEP later than the general start of the term.,810
Christelle LECHEVALIER  This person became MEP later than the general start of the term.,811
Rupert MATTHEWS  This person became MEP later than the general start of the term.,812
Marie-Pierre VIEU  This person became MEP later than the general start of the term.,813
Jonathan BULLOCK  This person became MEP later than the general start of the term.,814
France JAMET  This person became MEP later than the general start of the term.,815
Baroness Nosheena MOBARIK  This person became MEP later than the general start of the term.,816
Dennis RADTKE  This person became MEP later than the general start of the term.,817
Francis ZAMMIT DIMECH  This person became MEP later than the general start of the term.,818
Asim ADEMOV  This person became MEP later than the general start of the term.,819
Lívia JÁRÓKA  This person became MEP later than the general start of the term.,820
Jiří PAYNE  This person became MEP later than the general start of the term.,821
Răzvan POPA  This person became MEP later than the general start of the term.,822
Rory PALMER  This person became MEP later than the general start of the term.,823
Nadja HIRSCH  This person became MEP later than the general start of the term.,824
Wolf KLINZ  This person became MEP later than the general start of the term.,825
Jörg MEUTHEN  This person became MEP later than the general start of the term.,826
Caroline NAGTEGAAL  This person became MEP later than the general start of the term.,827
Ivari PADAR  This person became MEP later than the general start of the term.,828
Martin SCHIRDEWAN  This person became MEP later than the general start of the term.,829
Thomas WAITZ  This person became MEP later than the general start of the term.,830
Geoffroy DIDIER  This person became MEP later than the general start of the term.,831
Lukas MANDL  This person became MEP later than the general start of the term.,832
Michael DETJEN  This person became MEP later than the general start of the term.,833
Maria Gabriela ZOANĂ  This person became MEP later than the general start of the term.,834
Jacques COLOMBIER  This person became MEP later than the general start of the term.,835
Elsi KATAINEN  This person became MEP later than the general start of the term.,836
Ana MIRANDA  This person became MEP later than the general start of the term.,837
Miroslavs MITROFANOVS  This person became MEP later than the general start of the term.,838
Giuseppe FERRANDINO  This person became MEP later than the general start of the term.,839
Aleksander GABELIC  This person became MEP later than the general start of the term.,840
Danilo Oscar LANCINI  This person became MEP later than the general start of the term.,841
Giancarlo SCOTTÀ  This person became MEP later than the general start of the term.,842
Dobromir SOŚNIERZ  This person became MEP later than the general start of the term.,843
Karine GLOANEC MAURIN  This person became MEP later than the general start of the term.,844
Mirja VEHKAPERÄ  This person became MEP later than the general start of the term.,845
Romeo FRANZ  This person became MEP later than the general start of the term.,846
Tilly METZ  This person became MEP later than the general start of the term.,847
Christophe HANSEN  This person became MEP later than the general start of the term.,848
Giovanni MICCICHÈ  This person became MEP later than the general start of the term.,849
Igor GRÄZIN  This person became MEP later than the general start of the term.,850
Innocenzo LEONTINI  This person became MEP later than the general start of the term.,851
Stefan GEHROLD  This person became MEP later than the general start of the term.,852
Anders SELLSTRÖM  This person became MEP later than the general start of the term.,853
Aleksejs LOSKUTOVS  This person became MEP later than the general start of the term.,854
Ralph PACKET  This person became MEP later than the general start of the term.,855
Kārlis ŠADURSKIS  This person became MEP later than the general start of the term.,856
Bogusław SONIK  This person became MEP later than the general start of the term.,857
Babette WINTER  This person became MEP later than the general start of the term.,858
